bus_id,bus,route,stop_no,stop,up_time change,down_time change
bussathi-biswarup-148,BISWARUP WB33F2692,Medinipur -> Lalgarh,5,Chandrakona Road,up: 10:50 AM -> -,down: 2:30 PM -> 2:30 PM
bussathi-biswarup-148,BISWARUP WB33F2692,Medinipur -> Lalgarh,6,Goaltore,up: 11:30 AM -> -,down: 2:10 PM -> 2:10 PM
bussathi-biswarup-148,BISWARUP WB33F2692,Medinipur -> Lalgarh,7,Pingboni,up: 11:35 AM -> -,down: 2:05 PM -> 2:05 PM
bussathi-biswarup-148,BISWARUP WB33F2692,Medinipur -> Lalgarh,8,Ramgarh,up: 11:50 AM -> -,down: 1:45 PM -> 1:45 PM
bussathi-biswarup-148,BISWARUP WB33F2692,Medinipur -> Lalgarh,10,Lalgarh,up: 12:15 PM -> -,down: 1:20 PM -> 1:20 PM
bussathi-charubala-164,CHARUBALA WB67A4294,Belut -> Silda,12,Simlapal,up: 1:10 PM -> -,down: - -> 1:10 PM
bussathi-charubala-164,CHARUBALA WB67A4294,Belut -> Silda,14,Raipur,up: 9:50 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-charubala-164,CHARUBALA WB67A4294,Belut -> Silda,16,Fulkusma,up: 10:25 AM -> -,down: 11:55 AM -> 11:55 AM
bussathi-charubala-164,CHARUBALA WB67A4294,Belut -> Silda,17,Silda,up: 10:50 AM -> -,down: 11:25 AM -> 11:25 AM
bussathi-dakshayani-169,DAKSHAYANI WB33F2768,Medinipur -> Digha,8,Digha,up: 10:40 AM -> -,down: - -> 10:40 AM
bussathi-debi-laxmi-187,DEBI LAXMI WB41H7078,Kutni -> Bardhaman,15,Durgapur (Muchipara),up: 12:05 PM -> -,down: - -> 12:05 PM
bussathi-debi-laxmi-187,DEBI LAXMI WB41H7078,Kutni -> Bardhaman,16,Panagarh,up: 8:10 AM -> -,down: 11:45 AM -> 11:45 AM
bussathi-debi-laxmi-187,DEBI LAXMI WB41H7078,Kutni -> Bardhaman,19,Bardhaman,up: 9:20 AM -> -,down: 10:40 AM -> 10:40 AM
bussathi-debraj-188,DEBRAJ WB67C1759,Amlasuli -> Bankura,4,Taldangra,up: 2:50 PM -> -,down: 6:20 PM -> 6:20 PM
bussathi-gurunanak-245,GURUNANAK WB37E6817,Bankura -> Siliguri,15,Islampur,up: 8:00 PM -> -,down: - -> 8:00 PM
bussathi-gurunanak-245,GURUNANAK WB37E6817,Bankura -> Siliguri,16,Siliguri,up: 6:30 PM -> -,down: 6:50 PM -> 6:50 PM
bussathi-hilltop-super-0,HILLTOP SUPER WB55B6775,Purulia -> Baghmundi,3,Aharara,up: 4:05 PM -> -,down: - -> 4:05 PM
bussathi-hilltop-super-0,HILLTOP SUPER WB55B6775,Purulia -> Baghmundi,4,Sirkabad,up: 12:05 PM -> -,down: 3:55 PM -> 3:55 PM
bussathi-hilltop-super-0,HILLTOP SUPER WB55B6775,Purulia -> Baghmundi,5,Ajodhya Hills,up: 3:15 PM -> -,down: - -> 3:15 PM
bussathi-hilltop-super-0,HILLTOP SUPER WB55B6775,Purulia -> Baghmundi,6,Baghmundi,up: 1:40 PM -> -,down: 2:00 PM -> 2:00 PM
bussathi-hitlar-250,HITLAR WB316982,Digha -> Medinipur,6,Belda,up: 3:10 PM -> -,down: - -> 3:10 PM
bussathi-hitlar-250,HITLAR WB316982,Digha -> Medinipur,7,Kharagpur,up: 2:20 PM -> -,down: - -> 2:20 PM
bussathi-hitlar-250,HITLAR WB316982,Digha -> Medinipur,8,Medinipur,up: 11:25 AM -> -,down: 1:35 PM -> 1:35 PM
bussathi-iswarchandra-0,ISWARCHANDRA WB33H8471,Kharagpur -> Durgapur (City Center),18,Durgapur (Station),up: 12:20 PM -> -,down: 2:45 PM -> 2:45 PM
bussathi-jackson-0,JACKSON WB29H4299,Kolkata (Esplanade) -> Digha,13,Henria,up: 3:20 PM -> -,down: - -> 3:20 PM
bussathi-jackson-0,JACKSON WB29H4299,Kolkata (Esplanade) -> Digha,14,Contai,up: 11:30 AM -> -,down: 2:50 PM -> 2:50 PM
bussathi-jackson-0,JACKSON WB29H4299,Kolkata (Esplanade) -> Digha,16,Digha,up: 12:30 PM -> -,down: 1:50 PM -> 1:50 PM
bussathi-jagannath-travels-0,JAGANNATH TRAVELS WB50AA6970,Khetua -> Kolkata,22,Dakshineswar,up: 5:30 PM -> -,down: - -> 5:30 PM
bussathi-jagannath-travels-0,JAGANNATH TRAVELS WB50AA6970,Khetua -> Kolkata,23,Dunlop,up: 1:00 PM -> -,down: 5:25 PM -> 5:25 PM
bussathi-jagannath-travels-0,JAGANNATH TRAVELS WB50AA6970,Khetua -> Kolkata,24,Shyambazar,up: 1:20 PM -> -,down: 4:55 PM -> 4:55 PM
bussathi-jagannath-travels-0,JAGANNATH TRAVELS WB50AA6970,Khetua -> Kolkata,25,Kolkata,up: 1:30 PM -> -,down: 4:45 PM -> 4:45 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),13,Guptamoni,up: 5:30 PM -> -,down: - -> 5:30 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),15,Debra,up: 4:30 PM -> -,down: - -> 4:30 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),17,Kolaghat,up: 3:45 PM -> -,down: - -> 3:45 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),18,Bagnan,up: 3:30 PM -> -,down: - -> 3:30 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),20,Dhulagarh,up: 3:00 PM -> -,down: - -> 3:00 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),21,Kona Express More,up: 2:40 PM -> -,down: - -> 2:40 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),22,Santragachi,up: 2:35 PM -> -,down: - -> 2:35 PM
bussathi-jai-maa-durga-264,JAI MAA DURGA WB55B1765,Manbazar -> Kolkata (Esplanade),23,Kolkata (Esplanade),up: 10:40 AM -> -,down: 2:00 PM -> 2:00 PM
bussathi-jinia-275,JINIA WB39B7718,Durgapur (City Center) -> Digha,18,Belda,up: 10:40 AM -> -,down: - -> 10:40 AM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,16,Khirpai,up: 3:45 PM -> -,down: - -> 3:45 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,18,Chandrakona Town,up: 9:45 AM -> -,down: 3:15 PM -> 3:15 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,19,Chandrakona Road,up: 10:20 AM -> -,down: 2:45 PM -> 2:45 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,21,Garhbeta,up: 10:40 AM -> -,down: 2:15 PM -> 2:15 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,22,Dhadika,up: 10:50 AM -> -,down: 2:05 PM -> 2:05 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,23,Bankadaha,up: 11:00 AM -> -,down: 1:55 PM -> 1:55 PM
bussathi-joy-baba-lokenath-0,JOY BABA LOKENATH WB49N2226,Gadiara -> Bishnupur,24,Bishnupur,up: 11:30 AM -> -,down: 1:30 PM -> 1:30 PM
bussathi-joy-gopal-291,JOY GOPAL WB33A4569,Bankura -> Jhargram,10,Fulkusma,up: 9:30 AM -> -,down: 3:05 PM -> 3:05 PM
bussathi-joy-maa-tara-296,JOY MAA TARA WB41B8613,Jamtoria -> Bankura,10,Puabagan,up: 12:35 PM -> -,down: - -> 12:35 PM
bussathi-joy-maa-tara-296,JOY MAA TARA WB41B8613,Jamtoria -> Bankura,11,Bankura,up: 10:30 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-jugalsmriti-304,JUGALSMRITI WB531988,Bolpur -> Krishnanagar,8,Jamalpur,up: 11:30 AM -> -,down: - -> 11:30 AM
bussathi-jugalsmriti-304,JUGALSMRITI WB531988,Bolpur -> Krishnanagar,9,Parulia,up: 11:00 AM -> -,down: - -> 11:00 AM
bussathi-jugalsmriti-304,JUGALSMRITI WB531988,Bolpur -> Krishnanagar,10,Hematpur,up: 10:50 AM -> -,down: - -> 10:50 AM
bussathi-jugalsmriti-304,JUGALSMRITI WB531988,Bolpur -> Krishnanagar,11,Nabadwip,up: 8:55 AM -> -,down: 10:40 AM -> 10:40 AM
bussathi-jugalsmriti-304,JUGALSMRITI WB531988,Bolpur -> Krishnanagar,12,Krishnanagar,up: 9:30 AM -> -,down: 9:50 AM -> 9:50 AM
bussathi-kaberi-307,KABERI WB33D4039,Anandapur -> Kamalgazi,16,Ruby,up: 4:10 PM -> -,down: - -> 4:10 PM
bussathi-kaberi-307,KABERI WB33D4039,Anandapur -> Kamalgazi,17,Kamalgazi,up: 10:25 AM -> -,down: 3:30 PM -> 3:30 PM
bussathi-kakatua-310,KAKATUA WB39B8008,Pandaveswar -> Purulia,7,Raghunathpur,up: 10:45 AM -> -,down: 3:30 PM -> 3:30 PM
bussathi-kangshaboti-329,KANGSHABOTI MP66ZD3330,Ranibandh -> Kolkata (Esplanade),6,Bankura,up: 8:30 PM -> -,down: - -> 8:30 PM
bussathi-krishna-0,KRISHNA WB336326,Molian -> Kashipur,6,Puabagan,up: 5:10 PM -> -,down: - -> 5:10 PM
bussathi-krishna-0,KRISHNA WB336326,Molian -> Kashipur,11,Arrah,up: 1:25 PM -> -,down: - -> 1:25 PM
bussathi-krishna-0,KRISHNA WB336326,Molian -> Kashipur,12,Rangamati,up: 11:00 AM -> -,down: 1:10 PM -> 1:10 PM
bussathi-krishna-0,KRISHNA WB336326,Molian -> Kashipur,13,Talajuri,up: 11:15 AM -> -,down: 12:50 PM -> 12:50 PM
bussathi-krishna-0,KRISHNA WB336326,Molian -> Kashipur,15,Kashipur,up: 12:00 PM -> -,down: 12:20 PM -> 12:20 PM
bussathi-krishna-gopal-1,KRISHNA GOPAL WB496696,Fulkusma -> Tarkeshwar,12,Kamarpukur,up: 9:40 AM -> -,down: 2:40 PM -> 2:40 PM
bussathi-krishna-gopal-1,KRISHNA GOPAL WB496696,Fulkusma -> Tarkeshwar,13,Goghat,up: 9:50 AM -> -,down: 2:30 PM -> 2:30 PM
bussathi-krishna-gopal-335,KRISHNA GOPAL WB41J4584,Arambagh -> Asansol,9,Durgapur (Muchipara),up: 1:05 PM -> -,down: - -> 1:05 PM
bussathi-krishna-gopal-335,KRISHNA GOPAL WB41J4584,Arambagh -> Asansol,10,Durgapur (City Center),up: 8:30 AM -> -,down: 12:50 PM -> 12:50 PM
bussathi-krishna-gopal-335,KRISHNA GOPAL WB41J4584,Arambagh -> Asansol,11,Andal,up: 8:50 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-krishna-gopal-335,KRISHNA GOPAL WB41J4584,Arambagh -> Asansol,13,Asansol,up: 9:30 AM -> -,down: 11:40 AM -> 11:40 AM
bussathi-lal-parul-344,LAL PARUL WB67G9535,Bankura -> Medinipur,3,Onda,up: 7:00 AM -> -,down: 3:10 PM -> 3:10 PM
bussathi-lal-parul-344,LAL PARUL WB67G9535,Bankura -> Medinipur,4,Ramsagar,up: 7:25 AM -> -,down: 2:45 PM -> 2:45 PM
bussathi-laxmipriya-0,LAXMIPRIYA WB67A0036,Lakshmisagar -> Bankura,3,Bibarda,up: 7:30 AM -> 7:30 AM,down: 11:45 AM -> -
bussathi-laxmipriya-0,LAXMIPRIYA WB67A0036,Lakshmisagar -> Bankura,6,Dhaldanga,up: 8:20 AM -> -,down: 10:40 AM -> 10:40 AM
bussathi-laxmipriya-0,LAXMIPRIYA WB67A0036,Lakshmisagar -> Bankura,7,Bankura,up: 8:50 AM -> -,down: 10:10 AM -> 10:10 AM
bussathi-laxmipriya-1,LAXMIPRIYA WB33A9065,Lakshmisagar -> Bankura,3,Bibarda,up: 6:55 AM -> 6:55 AM,down: 9:55 AM -> -
bussathi-maa-bagala-360,MAA BAGALA WB33A5329,Contai -> Fulkusma,13,Fulkusma,up: 10:25 AM -> -,down: 1:10 PM -> 1:10 PM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,10,Saltora,up: 1:20 PM -> -,down: - -> 1:20 PM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,11,Tiluri,up: 8:20 AM -> -,down: 1:10 PM -> 1:10 PM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,12,Madhukunda,up: 8:45 AM -> -,down: 12:45 PM -> 12:45 PM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,13,Sarbori More,up: 9:05 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,14,Chirkunda,up: 9:50 AM -> -,down: 11:40 AM -> 11:40 AM
bussathi-maa-bargabhima-0,MAA BARGABHIMA WB67C1592,Bankura -> Barakar,15,Barakar,up: 10:10 AM -> -,down: 11:20 AM -> 11:20 AM
bussathi-maa-durga-382,MAA DURGA WB67A1120,Manbazar -> Bankura,11,Dhaldanga,up: 3:55 PM -> -,down: - -> 3:55 PM
bussathi-maa-durga-382,MAA DURGA WB67A1120,Manbazar -> Bankura,12,Bankura,up: 1:30 PM -> -,down: 3:15 PM -> 3:15 PM
bussathi-maa-laxmi-405,MAA LAXMI WB29H2171,Solpatta -> Barasat,22,Madhyamgram,up: 11:05 AM -> -,down: - -> 11:05 AM
bussathi-maa-laxmi-405,MAA LAXMI WB29H2171,Solpatta -> Barasat,23,Barasat,up: 8:50 AM -> -,down: 10:55 AM -> 10:55 AM
bussathi-maa-manasa-408,MAA MANASA WB33C6926,Fulkusma -> Bankura,4,P More,up: 6:40 AM -> -,down: 11:15 AM -> 11:15 AM
bussathi-maa-nachinda-0,MAA NACHINDA WB29A5143,Haldia -> Bankura,28,Onda,up: 12:40 PM -> -,down: - -> 12:40 PM
bussathi-maa-nachinda-0,MAA NACHINDA WB29A5143,Haldia -> Bankura,29,Dhaldanga,up: 10:40 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-maa-nachinda-0,MAA NACHINDA WB29A5143,Haldia -> Bankura,30,Bankura,up: 11:10 AM -> -,down: 11:45 AM -> 11:45 AM
bussathi-maa-rakshakali-423,MAA RAKSHAKALI WB33C4915,Jhargram -> Bankura,13,Dhaldanga,up: 1:00 PM -> -,down: - -> 1:00 PM
bussathi-maa-rakshakali-423,MAA RAKSHAKALI WB33C4915,Jhargram -> Bankura,14,Bankura,up: 10:10 AM -> -,down: 12:20 PM -> 12:20 PM
bussathi-maa-talandamoyee-440,MAA TALANDAMOYEE WB29B8312,Trilochanpur -> Silda,18,Fulkusma,up: 2:45 PM -> -,down: - -> 2:45 PM
bussathi-maa-talandamoyee-440,MAA TALANDAMOYEE WB29B8312,Trilochanpur -> Silda,19,Silda,up: 11:40 AM -> -,down: 2:20 PM -> 2:20 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),10,Puabagan,up: 3:10 PM -> -,down: - -> 3:10 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),11,Dhaldanga,up: 3:05 PM -> -,down: - -> 3:05 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),12,Bankura,up: 9:15 AM -> -,down: 2:45 PM -> 2:45 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),14,Beliatore,up: 10:05 AM -> -,down: 1:30 PM -> 1:30 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),15,Barjora,up: 10:25 AM -> -,down: 1:10 PM -> 1:10 PM
bussathi-maa-tulsi-444,MAA TULSI WB67A0328,Dhanara -> Durgapur (Station),16,Durgapur (Station),up: 10:45 AM -> -,down: 12:50 PM -> 12:50 PM
bussathi-maa-usha-447,MAA USHA WB495718,Digha -> Jhargram,6,Belda,up: 8:40 AM -> 8:40 AM,down: 6:20 PM -> -
bussathi-madan-mohan-450,MADAN MOHAN WB29C5225,Haldia -> Hoomgarh,9,Debra,up: 8:25 AM -> -,down: 5:20 PM -> 5:20 PM
bussathi-madanmohan-452,MADANMOHAN WB67B4671,Durgapur (Station) -> Bandwan,7,Puabagan,up: 1:10 PM -> -,down: - -> 1:10 PM
bussathi-madanmohan-452,MADANMOHAN WB67B4671,Durgapur (Station) -> Bandwan,10,Bangla,up: 8:15 AM -> -,down: 12:55 PM -> 12:55 PM
bussathi-madanmohan-452,MADANMOHAN WB67B4671,Durgapur (Station) -> Bandwan,11,Hatirampur,up: 8:45 AM -> -,down: 12:25 PM -> 12:25 PM
bussathi-madanmohan-452,MADANMOHAN WB67B4671,Durgapur (Station) -> Bandwan,13,Manbazar,up: 9:20 AM -> -,down: 11:35 AM -> 11:35 AM
bussathi-madanmohan-452,MADANMOHAN WB67B4671,Durgapur (Station) -> Bandwan,14,Bandwan,up: 10:20 AM -> -,down: 10:30 AM -> 10:30 AM
bussathi-mafuzar-454,MAFUZAR WB37D6341,Mougram -> Asansol,14,Raniganj,up: 1:20 PM -> -,down: - -> 1:20 PM
bussathi-mafuzar-454,MAFUZAR WB37D6341,Mougram -> Asansol,15,Asansol,up: 11:15 AM -> -,down: 12:50 PM -> 12:50 PM
bussathi-maharaja-0,MAHARAJA WB55B8111,Tatanagar -> Dhanbad,3,Barabazar,up: 8:10 PM -> -,down: - -> 8:10 PM
bussathi-mallick-brothers-468,MALLICK BROTHERS WB11C3375,Tarkeshwar -> Bankura,11,Onda,up: 11:25 AM -> -,down: - -> 11:25 AM
bussathi-mallick-brothers-468,MALLICK BROTHERS WB11C3375,Tarkeshwar -> Bankura,12,Dhaldanga,up: 11:10 AM -> -,down: - -> 11:10 AM
bussathi-mallick-brothers-468,MALLICK BROTHERS WB11C3375,Tarkeshwar -> Bankura,13,Bankura,up: 9:50 AM -> -,down: 10:35 AM -> 10:35 AM
bussathi-mamatamoye-474,MAMATAMOYE WB33C7786,Ghatal -> Raipur,10,Raipur,up: 12:20 PM -> -,down: - -> 12:20 PM
bussathi-mamoni-475,MAMONI WB57Q9518,Kandi -> Digha,21,Contai,up: 10:30 AM -> -,down: - -> 10:30 AM
bussathi-mamoni-475,MAMONI WB57Q9518,Kandi -> Digha,23,Digha,up: 9:30 AM -> -,down: - -> 9:30 AM
bussathi-mdg-494,MDG WB17N4117,Bishnupur -> Kolkata (Esplanade),13,Dankuni,up: 1:25 PM -> -,down: - -> 1:25 PM
bussathi-mdg-494,MDG WB17N4117,Bishnupur -> Kolkata (Esplanade),14,Salap,up: 1:15 PM -> -,down: - -> 1:15 PM
bussathi-mdg-494,MDG WB17N4117,Bishnupur -> Kolkata (Esplanade),15,Kona Express More,up: 1:10 PM -> -,down: - -> 1:10 PM
bussathi-mdg-494,MDG WB17N4117,Bishnupur -> Kolkata (Esplanade),16,Santragachi,up: 1:05 PM -> -,down: - -> 1:05 PM
bussathi-mdg-494,MDG WB17N4117,Bishnupur -> Kolkata (Esplanade),17,Kolkata (Esplanade),up: 9:30 AM -> -,down: 12:50 PM -> 12:50 PM
bussathi-monikanchan-0,MONIKANCHAN WB29C4457,Solpatta -> Karunamoyee,15,Kona Express More,up: 12:10 PM -> -,down: - -> 12:10 PM
bussathi-monikanchan-0,MONIKANCHAN WB29C4457,Solpatta -> Karunamoyee,17,Bally,up: 11:50 AM -> -,down: - -> 11:50 AM
bussathi-monikanchan-0,MONIKANCHAN WB29C4457,Solpatta -> Karunamoyee,19,Dunlop,up: 8:40 AM -> -,down: 11:40 AM -> 11:40 AM
bussathi-monikanchan-0,MONIKANCHAN WB29C4457,Solpatta -> Karunamoyee,20,Dum Dum Airport,up: 9:00 AM -> -,down: 11:25 AM -> 11:25 AM
bussathi-monikanchan-0,MONIKANCHAN WB29C4457,Solpatta -> Karunamoyee,21,Karunamoyee,up: 9:45 AM -> -,down: 10:45 AM -> 10:45 AM
bussathi-nandini-0,NANDINI WB471660,Panchthupi -> Asansol,10,Durgapur (Muchipara),up: 3:05 PM -> -,down: - -> 3:05 PM
bussathi-nandini-0,NANDINI WB471660,Panchthupi -> Asansol,11,Durgapur (Station),up: 11:30 AM -> -,down: 2:50 PM -> 2:50 PM
bussathi-nandini-0,NANDINI WB471660,Panchthupi -> Asansol,13,Raniganj,up: 2:20 PM -> -,down: - -> 2:20 PM
